Technology,TechDetail,Metric,Parameter,ParameterDetail,Value,Units,$Year,Scenario,Year,atb_year,Description,ResourceDetail,ResourceDetail2,Source,Notes,TechDetail2
Geothermal,HydroBinary,Full Supply Curve,Net Capacity,,164,(MW),2017,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 33,Undiscovered <140 - CO,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Overnight Capital Cost,,16553,$/kW net,2017,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 33,Undiscovered <140 - CO,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,0,$/kWh,2017,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 33,Undiscovered <140 - CO,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,509,$/kW,2017,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 33,Undiscovered <140 - CO,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Estimated Temperature,,110,C,2017,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 34,Undiscovered <140 - CO,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Estimated Temperature,,110,C,2017,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 34,Undiscovered <140 - CO,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Estimated Temperature,,110,C,2017,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 34,Undiscovered <140 - CO,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Net Capacity,,373,(MW),2017,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 34,Undiscovered <140 - CO,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Overnight Capital Cost,,19706,$/kW net,2017,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 34,Undiscovered <140 - CO,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,0,$/kWh,2017,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 34,Undiscovered <140 - CO,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,541,$/kW,2017,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 34,Undiscovered <140 - CO,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Net Capacity,,373,(MW),2017,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 34,Undiscovered <140 - CO,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Overnight Capital Cost,,18008,$/kW net,2017,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 34,Undiscovered <140 - CO,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,0,$/kWh,2017,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 34,Undiscovered <140 - CO,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,512,$/kW,2017,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 34,Undiscovered <140 - CO,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Net Capacity,,373,(MW),2017,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 34,Undiscovered <140 - CO,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Overnight Capital Cost,,16553,$/kW net,2017,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 34,Undiscovered <140 - CO,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,0,$/kWh,2017,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 34,Undiscovered <140 - CO,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,509,$/kW,2017,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 34,Undiscovered <140 - CO,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Estimated Temperature,,109,C,2017,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 15,Undiscovered <140 - ID,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Estimated Temperature,,109,C,2017,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 15,Undiscovered <140 - ID,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Estimated Temperature,,109,C,2017,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 15,Undiscovered <140 - ID,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Net Capacity,,470,(MW),2017,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 15,Undiscovered <140 - ID,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Overnight Capital Cost,,20743,$/kW net,2017,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 15,Undiscovered <140 - ID,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,0,$/kWh,2017,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 15,Undiscovered <140 - ID,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,564,$/kW,2017,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 15,Undiscovered <140 - ID,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Net Capacity,,470,(MW),2017,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 15,Undiscovered <140 - ID,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Overnight Capital Cost,,18781,$/kW net,2017,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 15,Undiscovered <140 - ID,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,0,$/kWh,2017,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 15,Undiscovered <140 - ID,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,531,$/kW,2017,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 15,Undiscovered <140 - ID,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Net Capacity,,470,(MW),2017,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 15,Undiscovered <140 - ID,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Overnight Capital Cost,,17254,$/kW net,2017,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 15,Undiscovered <140 - ID,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,0,$/kWh,2017,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 15,Undiscovered <140 - ID,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,524,$/kW,2017,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 15,Undiscovered <140 - ID,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Estimated Temperature,,109,C,2017,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 16,Undiscovered <140 - ID,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Estimated Temperature,,109,C,2017,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 16,Undiscovered <140 - ID,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Estimated Temperature,,109,C,2017,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 16,Undiscovered <140 - ID,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Net Capacity,,165,(MW),2017,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 16,Undiscovered <140 - ID,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Overnight Capital Cost,,20743,$/kW net,2017,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 16,Undiscovered <140 - ID,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,0,$/kWh,2017,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 16,Undiscovered <140 - ID,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,564,$/kW,2017,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 16,Undiscovered <140 - ID,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Net Capacity,,165,(MW),2017,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 16,Undiscovered <140 - ID,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Overnight Capital Cost,,18781,$/kW net,2017,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 16,Undiscovered <140 - ID,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,0,$/kWh,2017,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 16,Undiscovered <140 - ID,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,531,$/kW,2017,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 16,Undiscovered <140 - ID,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Net Capacity,,165,(MW),2017,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 16,Undiscovered <140 - ID,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Overnight Capital Cost,,17254,$/kW net,2017,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 16,Undiscovered <140 - ID,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,0,$/kWh,2017,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 16,Undiscovered <140 - ID,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,524,$/kW,2017,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 16,Undiscovered <140 - ID,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Estimated Temperature,,106,C,2017,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 17,Undiscovered <140 - MT,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Estimated Temperature,,106,C,2017,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 17,Undiscovered <140 - MT,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Estimated Temperature,,106,C,2017,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 17,Undiscovered <140 - MT,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Net Capacity,,410,(MW),2017,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 17,Undiscovered <140 - MT,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Overnight Capital Cost,,22480,$/kW net,2017,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 17,Undiscovered <140 - MT,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,0,$/kWh,2017,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 17,Undiscovered <140 - MT,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,613,$/kW,2017,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 17,Undiscovered <140 - MT,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Net Capacity,,410,(MW),2017,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 17,Undiscovered <140 - MT,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Overnight Capital Cost,,20610,$/kW net,2017,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 17,Undiscovered <140 - MT,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,0,$/kWh,2017,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 17,Undiscovered <140 - MT,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,580,$/kW,2017,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 17,Undiscovered <140 - MT,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Net Capacity,,410,(MW),2017,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 17,Undiscovered <140 - MT,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Overnight Capital Cost,,18998,$/kW net,2017,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 17,Undiscovered <140 - MT,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,0,$/kWh,2017,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 17,Undiscovered <140 - MT,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,576,$/kW,2017,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 17,Undiscovered <140 - MT,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Estimated Temperature,,110,C,2017,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 31,Undiscovered <140 - NM,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Estimated Temperature,,110,C,2017,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 31,Undiscovered <140 - NM,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Estimated Temperature,,110,C,2017,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 31,Undiscovered <140 - NM,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Net Capacity,,299,(MW),2017,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 31,Undiscovered <140 - NM,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Overnight Capital Cost,,21835,$/kW net,2017,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 31,Undiscovered <140 - NM,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,0,$/kWh,2017,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 31,Undiscovered <140 - NM,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,575,$/kW,2017,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 31,Undiscovered <140 - NM,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Net Capacity,,299,(MW),2017,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 31,Undiscovered <140 - NM,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Overnight Capital Cost,,18886,$/kW net,2017,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 31,Undiscovered <140 - NM,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,0,$/kWh,2017,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 31,Undiscovered <140 - NM,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,523,$/kW,2017,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 31,Undiscovered <140 - NM,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Net Capacity,,299,(MW),2017,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 31,Undiscovered <140 - NM,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Overnight Capital Cost,,17052,$/kW net,2017,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 31,Undiscovered <140 - NM,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,0,$/kWh,2017,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 31,Undiscovered <140 - NM,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,513,$/kW,2017,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 31,Undiscovered <140 - NM,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Estimated Temperature,,118,C,2017,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 12,Undiscovered <140 - NV,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Estimated Temperature,,118,C,2017,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 12,Undiscovered <140 - NV,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Estimated Temperature,,118,C,2017,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 12,Undiscovered <140 - NV,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Net Capacity,,477,(MW),2017,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 12,Undiscovered <140 - NV,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Overnight Capital Cost,,14393,$/kW net,2017,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 12,Undiscovered <140 - NV,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,0,$/kWh,2017,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 12,Undiscovered <140 - NV,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,407,$/kW,2017,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 12,Undiscovered <140 - NV,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Net Capacity,,477,(MW),2017,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 12,Undiscovered <140 - NV,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Overnight Capital Cost,,13237,$/kW net,2017,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 12,Undiscovered <140 - NV,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,0,$/kWh,2017,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 12,Undiscovered <140 - NV,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,388,$/kW,2017,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 12,Undiscovered <140 - NV,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Net Capacity,,477,(MW),2017,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 12,Undiscovered <140 - NV,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Overnight Capital Cost,,12130,$/kW net,2017,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 12,Undiscovered <140 - NV,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,0,$/kWh,2017,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 12,Undiscovered <140 - NV,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,385,$/kW,2017,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 12,Undiscovered <140 - NV,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Estimated Temperature,,114,C,2017,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 5,Undiscovered <140 - OR,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Estimated Temperature,,114,C,2017,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 5,Undiscovered <140 - OR,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Estimated Temperature,,114,C,2017,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 5,Undiscovered <140 - OR,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Net Capacity,,15,(MW),2017,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 5,Undiscovered <140 - OR,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Overnight Capital Cost,,15598,$/kW net,2017,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 5,Undiscovered <140 - OR,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,0,$/kWh,2017,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 5,Undiscovered <140 - OR,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,446,$/kW,2017,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 5,Undiscovered <140 - OR,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Net Capacity,,15,(MW),2017,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 5,Undiscovered <140 - OR,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Overnight Capital Cost,,14731,$/kW net,2017,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 5,Undiscovered <140 - OR,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,0,$/kWh,2017,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 5,Undiscovered <140 - OR,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,432,$/kW,2017,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 5,Undiscovered <140 - OR,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Net Capacity,,15,(MW),2017,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 5,Undiscovered <140 - OR,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Overnight Capital Cost,,13550,$/kW net,2017,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 5,Undiscovered <140 - OR,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,0,$/kWh,2017,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 5,Undiscovered <140 - OR,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,431,$/kW,2017,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 5,Undiscovered <140 - OR,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Estimated Temperature,,114,C,2017,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 6,Undiscovered <140 - OR,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Estimated Temperature,,114,C,2017,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 6,Undiscovered <140 - OR,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Estimated Temperature,,114,C,2017,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 6,Undiscovered <140 - OR,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Net Capacity,,21,(MW),2017,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 6,Undiscovered <140 - OR,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Overnight Capital Cost,,15598,$/kW net,2017,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 6,Undiscovered <140 - OR,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,0,$/kWh,2017,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 6,Undiscovered <140 - OR,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,446,$/kW,2017,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 6,Undiscovered <140 - OR,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Net Capacity,,21,(MW),2017,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 6,Undiscovered <140 - OR,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Overnight Capital Cost,,14731,$/kW net,2017,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 6,Undiscovered <140 - OR,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,0,$/kWh,2017,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 6,Undiscovered <140 - OR,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,432,$/kW,2017,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 6,Undiscovered <140 - OR,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Net Capacity,,21,(MW),2017,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 6,Undiscovered <140 - OR,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Overnight Capital Cost,,13550,$/kW net,2017,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 6,Undiscovered <140 - OR,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,0,$/kWh,2017,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 6,Undiscovered <140 - OR,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,431,$/kW,2017,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 6,Undiscovered <140 - OR,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Estimated Temperature,,114,C,2017,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 7,Undiscovered <140 - OR,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Estimated Temperature,,114,C,2017,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 7,Undiscovered <140 - OR,ReEDS,,
